imputed_data_NYU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School,academic_division,Year,Job Relatedness,Salary,Benefits,Job security,Job location,Opportunity_for_advancement,Intellectual_challenge,Level_of_responsibility,Degree_of_independence, Contribution_to_society,Work-life_balance,Prestige_of_employer,Prestige_of_position/job title,Change_in_career,Achievement/effort,Adaptability/flexibility,Analytical_thinking,Attention_to_detail,Concern_for_others,Cooperation,Dependability,Independence,Initiative,Innovation,Integrity,Leadership,Persistence,Resilience,Rigor,Risk-taking,Self-control,Social_orientation,Stress_tolerance,Basic_research,Applied_research,Development,Applying_research,Awareness_cultural,Communicating_ideas,Conducting_research,Critically_analyzing_and_evaluating, Demonstrating_theoretical_and_practical_understanding,Developing_new_ideas, Grant_writing,Influencing_others,Valuing_others,Working_constructively,Navigating_politics,Internship,prepare_job_materials,Individual_development_plan,Comprehensive_examination,Doctoral_dissertation_process,Citizenship,Income,Survey_Year
Missing,Basic Medical Sciences,2004,4,1,2,5,5,5,5,2,2,5,0,4,2,0,5,2,4,2,5,2,4,1,2,1,4,1,5,5,2,1,4,2,5,0,0,0,4,4,5,5,5,5,2,1,2,1,2,2,3,4,4,1,4,Program or experience to prepare job materials,Missing,2021
Missing,Cinema Studies,2010,5,4,2,4,2,4,4,4,2,2,2,4,4,0,4,4,4,4,2,4,2,4,4,4,4,2,4,4,4,2,4,4,4,1,1,1,4,4,4,4,4,4,4,4,4,4,4,2,0,3,0,4,4,Missing,1984,2021
Missing,Politics,2012,5,2,2,0,2,4,4,2,5,2,4,4,5,0,5,4,4,2,2,2,2,4,5,5,2,2,5,4,5,4,2,2,4,1,1,1,5,2,1,2,5,2,2,1,1,1,1,0,3,4,3,3,3,Missing,1988,2021
Missing,Politics,2006,5,5,2,5,5,5,5,1,5,2,5,1,1,0,5,1,5,5,1,1,2,5,5,5,2,1,5,1,5,2,1,0,2,0,1,0,5,2,5,2,5,5,5,5,1,5,1,2,3,0,3,3,4,Missing,1980,2021
Missing,Neural Science,1999,5,2,4,2,2,4,5,5,5,4,4,4,4,2,4,2,4,2,1,2,2,4,4,4,5,2,5,2,5,1,2,2,5,1,0,1,2,0,1,2,4,2,1,1,0,2,2,2,2,1,2,1,2,Missing,1975,2021
Missing,Hebrew & Judaic Studies,2003,0,1,2,2,2,0,0,0,2,2,1,0,0,0,2,2,1,4,1,1,2,2,0,0,2,0,2,0,4,0,2,0,0,0,1,1,4,2,5,5,4,4,2,0,4,4,5,1,3,2,4,4,4,"Study / collaborate at U.S. institution other than their own,Coursework outside their discipline,Program or experience to prepare job materials",1973,2021
Missing,Performance Studies,2001,4,1,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,4,5,5,5,5,5,1,1,1,5,5,2,2,5,5,5,0,4,5,4,2,4,4,4,4,4,"Internship,International experience outside the U.S.,Individual Development Plan,Other (please specify)",1973,2021
Missing,Economics,2006,5,5,5,5,5,5,5,5,5,4,5,1,5,1,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,1,1,1,5,0,2,2,4,5,5,0,1,5,2,0,4,3,2,0,3,Internship,1980,2021
Missing,American Studies,2018,4,2,3,2,4,3,4,4,4,5,3,3,3,1,5,5,5,5,5,4,5,4,4,4,5,4,5,5,5,2,5,4,4,1,0,0,3,2,4,3,4,3,3,2,2,2,3,2,3,2,2,2,3,Missing,Missing,2022
Missing,Spanish & Portuguese Languages & Literatures,2015,5,3,3,2,4,3,4,3,4,4,3,2,2,0,5,3,5,5,2,4,4,4,4,4,3,2,5,4,4,2,4,2,4,1,0,1,5,4,4,4,4,4,3,2,4,4,4,3,3,3,3,3,4,Missing,Missing,2022
Missing,Biology,2018,4,2,4,2,4,3,5,4,4,5,3,4,3,2,5,5,4,4,5,5,5,3,3,3,5,4,4,5,4,2,4,3,4,1,0,0,4,2,4,4,4,4,3,2,2,3,3,2,3,3,2,3,3,Missing,Missing,2022
Missing,American Studies,2018,4,2,3,3,4,4,5,4,4,5,3,4,3,2,5,5,4,4,5,5,5,3,3,3,5,4,4,5,4,2,4,3,4,1,0,0,4,2,4,4,4,4,3,2,2,3,4,2,3,3,2,3,3,Missing,Missing,2022
Missing,Missing,2000,5,2,2,2,3,3,3,2,4,3,2,2,1,2,4,5,5,3,5,4,4,4,5,4,4,4,4,4,3,3,4,4,4,1,1,1,4,3,5,5,5,4,4,3,4,4,4,3,3,3,3,3,4,Missing,Missing,2022
Missing,Spanish & Portuguese Languages & Literatures,2009,0,3,2,4,3,1,1,1,2,1,2,1,0,1,3,3,1,4,3,3,4,2,2,2,3,2,3,2,2,1,4,3,4,0,0,0,2,2,3,3,2,3,2,1,1,3,2,1,2,2,3,1,1,Missing,Missing,2022
Missing,"Ancient World, Institute for the Study of",2011,0,2,3,3,2,2,3,4,3,4,2,2,3,2,5,5,4,3,5,4,4,4,3,3,4,4,4,4,3,2,3,3,4,0,0,0,2,3,3,3,4,2,3,2,3,2,3,2,3,3,3,2,2,Missing,Missing,2022
Missing,Missing,2018,0,3,0,3,3,2,3,3,3,3,2,2,2,2,4,5,4,4,4,4,4,3,3,3,4,3,4,4,4,2,4,3,5,0,0,0,3,3,4,3,4,3,3,3,3,3,4,2,2,3,2,2,2,Missing,Missing,2022
Missing,English,2011,4,2,3,2,3,4,5,4,4,3,2,2,2,0,4,4,5,4,4,4,4,3,4,3,4,2,4,4,3,2,3,4,4,1,0,1,4,5,4,4,4,5,3,2,4,4,4,4,3,3,3,3,4,Missing,Missing,2022
Missing,Missing,Missing,4,2,1,2,3,2,3,3,4,3,2,2,2,1,4,4,5,4,2,4,5,4,5,4,3,3,4,3,4,2,3,2,3,1,1,1,4,3,4,4,4,4,4,1,4,4,4,3,3,3,3,3,4,Missing,Missing,2022
Missing,Computer Science,2012,5,2,0,2,2,4,5,2,4,4,2,4,2,2,4,4,4,4,2,4,4,4,4,4,4,4,4,2,4,4,4,2,4,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,3,4,"Internship,International experience outside the U.S.",Missing,2022
Missing,Performance Studies,2006,5,2,4,2,5,4,5,4,5,5,4,2,2,0,2,5,5,2,5,4,4,4,4,2,4,2,4,4,2,1,4,4,5,1,1,0,4,5,5,5,5,5,2,2,5,4,4,5,3,3,4,4,4,Missing,Missing,2022
Missing,Basic Medical Sciences,2012,5,2,4,2,4,4,4,4,4,4,2,4,2,0,4,4,5,4,4,4,4,5,4,3,5,3,4,4,4,2,4,4,5,1,1,0,4,4,5,5,5,5,4,3,4,4,4,3,3,3,3,3,4,Missing,Missing,2022
Missing,Neural Science,2007,5,4,4,2,2,4,5,5,5,5,4,2,2,2,5,4,5,5,5,4,4,4,5,5,5,4,5,5,5,4,4,4,4,1,1,0,5,4,5,5,5,5,5,2,5,4,5,4,3,4,3,3,4,Missing,Missing,2022
Missing,Chemistry,2007,4,4,2,4,1,4,2,4,2,1,1,4,4,4,5,4,5,5,1,4,2,2,1,0,5,2,5,4,4,1,5,1,5,1,1,1,4,2,4,4,4,4,3,3,3,3,3,2,2,3,3,3,3,Missing,Missing,2022
Missing,Comparative Literature,1998,5,0,0,0,5,0,5,5,4,5,5,4,1,0,4,5,4,4,4,4,4,5,4,5,4,4,5,4,5,2,4,5,3,1,0,0,4,3,4,4,4,4,3,2,3,3,3,2,2,2,2,2,3,Missing,Missing,2022
Missing,Missing,Missing,4,3,3,4,3,1,4,2,3,4,2,2,2,2,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,2,3,4,4,0,0,1,4,4,4,4,4,4,4,3,4,4,3,2,2,3,3,3,3,Missing,Missing,2022
Missing,Psychology,2010,4,3,4,4,4,2,3,1,3,4,3,1,2,3,2,3,3,3,3,3,4,3,4,2,3,3,3,3,2,1,3,3,3,0,0,0,4,4,3,3,3,4,2,2,3,3,0,1,2,3,3,2,0,Individual Development Plan,Missing,2022
Missing,Missing,Missing,5,2,3,2,4,2,3,3,4,4,3,3,2,0,5,3,5,5,3,4,5,4,5,4,3,3,5,4,4,2,4,3,4,1,0,1,5,4,4,4,4,4,3,2,4,4,4,3,3,3,3,3,4,Missing,Missing,2022
Missing,Middle Eastern Studies,2008,5,2,3,2,3,3,4,4,4,4,3,2,2,1,5,3,5,5,2,4,4,4,4,4,3,2,5,4,4,2,4,2,4,1,0,1,5,4,4,4,4,4,3,2,4,4,4,3,3,3,3,3,4,Missing,Missing,2022
Missing,Anthropology,2011,5,4,4,4,4,2,2,1,4,4,4,4,2,0,4,4,5,4,4,4,4,5,4,4,5,3,5,5,5,3,5,4,5,1,0,0,4,3,3,3,3,4,2,2,2,3,2,1,3,3,2,3,2,Missing,Missing,2022
Missing,Music,Missing,5,2,3,2,4,2,3,3,4,4,3,3,2,0,5,3,5,5,3,4,5,4,5,4,3,3,5,4,4,2,4,3,4,1,0,1,5,4,4,4,4,4,3,2,4,4,4,3,3,3,3,3,4,Missing,Missing,2022
Missing,Politics,2006,5,0,4,2,0,2,5,2,5,4,0,0,1,0,5,4,5,5,5,5,4,5,5,5,5,4,5,5,5,2,5,2,5,1,0,0,5,1,2,2,5,5,5,2,1,2,5,2,2,4,3,2,4,"Coursework outside their discipline,Program or experience to prepare job materials,Individual Development Plan",Missing,2022
Missing,History,1998,4,5,5,4,5,4,2,5,5,5,1,2,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,0,5,4,4,1,0,0,5,2,4,5,5,5,5,0,2,5,5,4,4,4,3,0,4,Other (please specify),1976,2022
Missing,Basic Medical Sciences,2012,4,5,5,5,4,5,5,5,5,4,4,4,4,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,1,1,4,1,4,4,4,4,4,2,4,2,2,1,4,2,0,2,4,Program or experience to prepare job materials,Missing,2022
Missing,Physics,2007,4,4,4,2,5,4,2,4,2,2,2,2,4,1,2,2,4,4,1,4,2,2,4,4,1,2,4,2,2,2,2,1,1,0,0,1,2,2,2,2,5,2,4,2,2,2,4,2,3,2,2,2,2,Missing,1985,2022
Missing,English,2000,5,4,5,4,5,2,4,2,4,2,2,2,2,0,4,4,5,2,4,2,4,4,4,2,4,2,4,5,4,2,2,2,4,1,0,0,4,1,4,4,4,5,4,1,1,2,2,0,3,2,2,3,4,"Study / collaborate at U.S. institution other than their own,Coursework outside their discipline",1977,2022
Missing,History,2012,4,0,2,2,4,1,4,2,2,2,4,0,2,0,5,4,4,5,4,4,5,2,4,1,4,4,4,4,2,2,2,1,2,0,0,0,4,2,5,5,5,5,5,1,4,2,4,4,0,2,1,3,4,Missing,1986,2022
Missing,Philosophy,1998,5,4,2,4,2,2,4,2,4,4,2,4,2,0,4,4,5,4,0,1,2,4,4,4,2,1,4,4,4,2,1,0,4,0,1,0,5,2,5,2,5,5,4,1,2,2,4,2,3,4,3,3,3,"Study / collaborate at U.S. institution other than their own,Program or experience to prepare job materials",1976,2022
Missing,Anthropology,2010,4,2,1,4,4,2,4,2,1,2,2,1,0,4,4,4,4,5,2,5,4,2,5,2,4,2,4,4,4,0,2,4,2,1,0,0,5,4,5,5,5,5,2,5,2,4,4,5,3,1,3,3,4,"Internship,Coursework outside their discipline,Program or experience to prepare job materials",1983,2022
Missing,Economics,2012,5,4,4,2,5,2,4,2,4,2,5,2,2,0,2,2,5,4,1,2,2,4,5,5,4,1,4,2,4,1,2,0,2,0,1,0,4,1,2,2,5,5,4,0,2,2,4,1,3,3,2,3,3,Missing,1988,2022
Missing,Basic Medical Sciences,2011,4,2,0,4,4,1,4,2,0,2,4,1,0,4,4,2,5,5,2,4,5,5,5,2,5,2,2,5,5,0,2,2,2,1,0,1,5,2,5,5,5,5,5,5,5,2,5,1,3,4,0,3,4,Missing,1988,2022
Missing,Comparative Literature,1998,5,0,0,0,5,0,5,2,0,5,2,5,1,0,5,5,5,5,5,2,5,5,5,5,5,5,5,4,5,1,5,5,2,0,0,0,5,5,5,5,5,5,5,1,5,5,5,4,2,4,4,4,4,"Internship,Study / collaborate at U.S. institution other than their own",1948,2022
Missing,Neural Science,2012,5,4,4,2,4,4,4,4,4,4,4,4,4,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,0,1,5,4,5,5,5,5,5,5,5,5,5,4,4,3,4,1,4,"Internship,Coursework outside their discipline",1987,2022
Missing,Neural Science,2007,5,2,4,2,2,4,5,4,4,5,4,4,2,0,4,4,5,5,5,5,5,4,5,5,5,4,5,4,5,4,4,4,4,1,0,0,5,2,5,5,5,5,5,4,4,4,5,2,3,3,4,3,4,"Coursework outside their discipline,Program or experience to prepare job materials,Individual Development Plan",1984,2022
Missing,Basic Medical Sciences,2011,4,5,4,5,4,4,5,4,4,1,2,2,1,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,4,4,5,0,0,1,5,0,4,2,5,4,5,2,4,2,2,2,4,1,2,3,3,"Internship,Coursework outside their discipline",1988,2022
Missing,Hebrew & Judaic Studies/History,2008,5,0,1,1,2,4,4,4,2,2,0,4,4,0,5,4,5,5,2,4,4,1,4,2,4,2,2,1,5,1,1,1,2,1,1,0,4,2,3,3,5,4,4,2,3,2,3,2,3,2,2,3,3,Missing,Missing,2022
Missing,Philosophy,Missing,5,2,3,2,4,2,3,3,4,4,3,3,2,0,5,3,5,5,3,4,5,4,5,4,3,3,5,4,4,2,4,3,4,1,0,1,5,4,4,4,4,4,3,2,4,4,4,3,3,3,3,3,4,Missing,Missing,2022
Missing,Music,2004,5,3,3,2,4,3,4,3,4,4,3,2,2,0,5,3,5,5,2,4,4,4,4,4,3,2,5,4,4,2,4,2,4,1,0,1,3,4,3,3,4,4,3,2,4,4,3,3,3,3,3,3,4,Missing,Missing,2022
Missing,Anthropology,2006,5,1,5,0,4,1,2,2,4,1,0,2,2,0,4,4,5,4,4,4,4,4,4,3,4,4,4,5,4,2,5,4,5,1,0,0,4,3,4,4,4,5,4,3,4,4,4,3,2,3,3,3,3,Missing,Missing,2022
Missing,Biology,2004,5,3,3,2,4,3,4,3,4,4,3,2,2,0,5,3,5,5,2,4,4,4,4,4,3,2,5,4,4,2,4,2,4,1,0,1,5,4,4,4,4,4,3,2,4,4,4,3,3,3,3,3,4,Missing,Missing,2022
Missing,Biology,2015,5,2,3,2,3,4,4,4,3,4,3,4,3,1,4,4,5,4,4,4,3,4,4,5,4,4,5,5,4,3,3,4,4,1,1,0,3,2,3,3,4,3,3,1,3,2,2,2,3,2,2,3,3,Missing,Missing,2022
Missing,Missing,Year,4,3,3,3,3,3,4,3,4,3,3,2,2,1,4,4,4,4,3,4,4,4,4,3,4,3,4,4,4,2,4,3,4,1,1,0,4,3,3,4,4,4,3,2,3,3,3,2,2,3,3,2,3,"If you are hiring an early career Ph.D. degree holder to work for you, which of the following experiences do you want the job applicant to have before coming to work for you? (Select all that apply.) - Selected Choice",Year,2022
Missing,Missing,"{""ImportId"":""QID4_TEXT""}",4,3,3,3,3,3,4,3,4,3,3,2,2,1,4,4,4,4,3,4,4,4,4,3,4,3,4,4,4,2,4,3,4,1,1,0,4,3,3,4,4,4,3,2,3,3,3,2,2,3,3,2,3,Missing,Missing,2022
Missing,Anthropology,2001,5,1,2,4,3,4,4,3,4,4,2,3,3,3,4,4,3,4,4,3,4,2,3,3,5,4,4,4,4,2,4,3,4,1,0,0,3,2,3,3,4,3,4,2,2,2,3,1,3,3,2,3,3,Missing,Missing,2022
Missing,"Ancient World, Institute for the Study of",2019,5,3,3,3,3,3,3,2,3,3,3,2,3,1,3,4,4,3,3,3,3,4,4,3,3,4,3,2,3,2,3,2,3,0,0,0,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,0,2,Internship,1997,2022
Missing,Missing,Missing,5,2,3,3,2,3,4,2,3,2,3,3,2,1,4,4,4,4,3,4,3,3,4,4,4,3,4,4,4,2,3,2,4,1,0,0,4,2,4,4,4,4,4,3,3,3,4,2,3,3,3,3,4,Missing,Missing,2022
Missing,Missing,Missing,5,2,3,3,2,3,4,2,3,2,3,3,2,1,4,4,4,4,3,4,3,3,4,4,4,3,4,4,4,2,3,2,4,1,0,0,4,2,4,4,4,4,4,3,3,3,4,2,3,3,3,3,4,Missing,Missing,2022
Missing,"Ancient World, Institute for the Study of",2008,4,3,4,3,2,3,2,3,3,3,2,2,4,1,3,4,3,2,3,4,3,3,3,3,3,3,4,2,3,1,3,2,3,0,0,0,0,1,2,1,4,0,4,1,4,1,0,2,3,2,2,2,3,"International experience outside the U.S.,Coursework outside their discipline,Individual Development Plan,Other (please specify)",1978,2022
Missing,Missing,Missing,5,2,3,3,2,3,4,2,3,2,3,3,2,1,4,4,4,4,3,4,3,3,4,4,4,3,4,4,4,2,3,2,4,1,0,0,4,2,4,4,4,4,4,3,3,3,4,2,3,3,3,3,4,Missing,Missing,2022
Missing,Missing,Missing,5,2,3,3,2,3,4,2,3,2,3,3,2,1,4,4,4,4,3,4,3,3,4,4,4,3,4,4,4,2,3,2,4,1,0,0,4,2,4,4,4,4,4,3,3,3,4,2,3,3,3,3,4,Missing,Missing,2022
Missing,"Ancient World, Institute for the Study of",2008,5,2,2,3,3,3,5,3,3,4,2,4,3,1,4,5,5,5,4,4,5,3,4,3,5,3,5,5,5,2,4,4,4,1,0,0,3,2,3,3,4,3,3,3,2,2,3,1,2,2,2,2,3,Missing,Missing,2022
Missing,American Studies,2009,5,2,3,2,3,2,4,3,3,4,2,4,3,1,4,5,4,4,4,4,5,3,3,3,5,3,5,5,5,2,5,3,4,1,0,0,3,2,4,3,4,3,3,2,2,2,3,2,3,2,2,2,3,Missing,Missing,2022
Missing,American Studies,2008,5,2,3,2,3,2,4,3,3,4,2,4,3,1,4,5,4,4,4,4,5,3,3,3,5,3,5,5,5,2,5,3,4,1,0,0,3,2,4,3,4,3,3,2,2,2,3,2,3,2,2,2,3,Missing,Missing,2022
Missing,Missing,Missing,5,2,3,3,2,3,4,2,3,2,3,3,2,1,4,4,4,4,3,4,3,3,4,4,4,3,4,4,4,2,3,2,4,1,0,0,4,2,4,4,4,4,4,3,3,3,4,2,3,3,3,3,4,Missing,Missing,2022
Missing,Missing,Missing,5,2,3,3,2,3,4,2,3,2,3,3,2,1,4,4,4,4,3,4,3,3,4,4,4,3,4,4,4,2,3,2,4,1,0,0,4,2,4,4,4,4,4,3,3,3,4,2,3,3,3,3,4,Missing,Missing,2022
Missing,Missing,Missing,5,2,3,3,2,3,4,2,3,2,3,3,2,1,4,4,4,4,3,4,3,3,4,4,4,3,4,4,4,2,3,2,4,1,0,0,4,2,4,4,4,4,4,3,3,3,4,2,3,3,3,3,4,Missing,Missing,2022
Missing,Missing,Missing,5,2,3,3,2,3,4,2,3,2,3,3,2,1,4,4,4,4,3,4,3,3,4,4,4,3,4,4,4,2,3,2,4,1,0,0,4,2,4,4,4,4,4,3,3,3,4,2,3,3,3,3,4,Missing,Missing,2022
Missing,Missing,Missing,5,2,3,3,2,3,4,2,3,2,3,3,2,1,4,4,4,4,3,4,3,3,4,4,4,3,4,4,4,2,3,2,4,1,0,0,4,2,4,4,4,4,4,3,3,3,4,2,3,3,3,3,4,Missing,Missing,2022
Missing,Missing,Missing,5,2,3,3,2,3,4,2,3,2,3,3,2,1,4,4,4,4,3,4,3,3,4,4,4,3,4,4,4,2,3,2,4,1,0,0,4,2,4,4,4,4,4,3,3,3,4,2,3,3,3,3,4,Missing,Missing,2022
Missing,Missing,Missing,5,2,3,3,2,3,4,2,3,2,3,3,2,1,4,4,4,4,3,4,3,3,4,4,4,3,4,4,4,2,3,2,4,1,0,0,4,2,4,4,4,4,4,3,3,3,4,2,3,3,3,3,4,Missing,Missing,2022
Missing,Missing,Missing,5,2,3,3,2,3,4,2,3,2,3,3,2,1,4,4,4,4,3,4,3,3,4,4,4,3,4,4,4,2,3,2,4,1,0,0,4,2,4,4,4,4,4,3,3,3,4,2,3,3,3,3,4,Missing,Missing,2022
Missing,Neural Science,2007,5,4,4,4,5,4,2,2,4,4,4,1,2,0,4,4,5,5,4,4,5,4,5,4,4,4,5,4,5,2,4,2,4,1,0,0,4,1,2,4,5,2,4,2,2,2,2,1,4,2,3,3,2,Coursework outside their discipline,1985,2022
Missing,Middle Eastern Studies,2013,3,4,3,3,3,4,3,2,3,2,3,1,2,2,4,4,4,4,4,4,4,4,4,4,4,3,5,5,4,2,4,3,4,1,0,0,5,5,4,5,5,4,4,4,5,5,5,4,0,3,4,1,2,"Internship,Program or experience to prepare job materials",1989,2022
Missing,Missing,Missing,5,2,3,3,2,3,4,2,3,2,3,3,2,1,4,4,4,4,3,4,3,3,4,4,4,3,4,4,4,2,3,2,4,1,0,0,4,2,4,4,4,4,4,3,3,3,4,2,3,3,3,3,4,Missing,Missing,2022
Missing,Missing,Missing,5,2,3,3,2,3,4,2,3,2,3,3,2,1,4,4,4,4,3,4,3,3,4,4,4,3,4,4,4,2,3,2,4,1,0,0,4,2,4,4,4,4,4,3,3,3,4,2,3,3,3,3,4,Missing,Missing,2022
Missing,Missing,Missing,5,2,3,3,2,3,4,2,3,2,3,3,2,1,4,4,4,4,3,4,3,3,4,4,4,3,4,4,4,2,3,2,4,1,0,0,4,2,4,4,4,4,4,3,3,3,4,2,3,3,3,3,4,Missing,Missing,2022
Missing,Spanish & Portuguese Languages & Literatures,2012,4,1,1,1,4,2,4,0,4,2,4,0,0,2,5,4,4,5,4,4,5,4,2,2,2,0,2,2,4,0,2,2,1,1,0,0,5,2,5,2,2,5,2,1,4,4,2,2,4,3,3,1,3,Internship,1988,2022
Missing,Missing,Missing,5,2,3,3,2,3,4,2,3,2,3,3,2,1,4,4,4,4,3,4,3,3,4,4,4,3,4,4,4,2,3,2,4,1,0,0,4,2,4,4,4,4,4,3,3,3,4,2,3,3,3,3,4,Missing,Missing,2022
Missing,Missing,Missing,5,2,3,3,2,3,4,2,3,2,3,3,2,1,4,4,4,4,3,4,3,3,4,4,4,3,4,4,4,2,3,2,4,1,0,0,4,2,4,4,4,4,4,3,3,3,4,2,3,3,3,3,4,Missing,Missing,2022
Missing,Missing,Missing,5,2,3,3,2,3,4,2,3,2,3,3,2,1,4,4,4,4,3,4,3,3,4,4,4,3,4,4,4,2,3,2,4,1,0,0,4,2,4,4,4,4,4,3,3,3,4,2,3,3,3,3,4,Missing,Missing,2022
Missing,Biology,2007,5,4,5,5,1,4,4,2,2,5,1,1,1,0,5,4,2,5,5,4,5,4,5,4,5,4,4,1,5,1,5,2,5,1,0,0,4,0,2,4,4,2,4,2,0,1,4,0,3,1,2,2,3,Other (please specify),1985,2022
Missing,Performance Studies,2007,0,4,4,4,2,4,4,4,4,4,2,2,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Program or experience to prepare job materials,1982,2022
Missing,"Fine Arts, Institute of",2006,0,1,5,4,4,5,1,5,2,1,4,0,5,5,4,5,5,4,5,4,5,5,5,2,5,4,4,5,4,2,4,4,5,0,0,0,2,1,4,1,4,4,2,1,2,2,2,4,4,3,3,4,4,Other (please specify),1984,2022
Missing,Anthropology,2010,5,4,4,4,4,2,4,4,4,2,4,4,4,0,4,2,4,2,4,4,4,4,4,4,4,4,4,2,4,1,1,2,2,1,1,1,1,4,4,5,2,1,4,4,2,4,2,2,3,3,2,4,3,Missing,1981,2022
Missing,Missing,Missing,5,2,3,3,2,3,4,2,3,2,3,3,2,1,4,4,4,4,3,4,3,3,4,4,4,3,4,4,4,2,3,2,4,1,0,0,4,2,4,4,4,4,4,3,3,3,4,2,3,3,3,3,4,Missing,Missing,2022
Missing,Missing,Missing,5,2,3,3,2,3,4,2,3,2,3,3,2,1,4,4,4,4,3,4,3,3,4,4,4,3,4,4,4,2,3,2,4,1,0,0,4,2,4,4,4,4,4,3,3,3,4,2,3,3,3,3,4,Missing,Missing,2022
Missing,Mathematics,2013,5,4,4,4,2,5,5,4,5,2,5,4,4,0,5,4,4,4,2,2,5,5,4,5,5,2,4,4,4,2,2,1,2,1,1,1,3,2,3,3,3,2,3,2,2,3,3,2,3,2,2,2,4,Program or experience to prepare job materials,1991,2022
Missing,"Fine Arts, Institute of",2013,4,2,1,4,4,4,5,4,2,2,2,4,4,5,2,4,2,4,4,4,2,1,2,2,2,4,4,4,4,1,2,4,2,1,1,1,4,5,4,5,5,4,4,4,4,4,4,2,4,3,2,1,4,"International experience outside the U.S.,Study / collaborate at U.S. institution other than their own,Coursework outside their discipline,Program or experience to prepare job materials",1982,2022
Missing,Psychology,2013,5,2,4,2,4,2,5,4,4,5,4,4,2,5,5,5,5,5,5,5,5,4,5,4,5,5,4,5,5,4,4,5,2,0,0,0,5,5,5,5,5,5,5,4,5,5,5,4,4,4,4,4,4,Missing,1960,2022
Missing,Missing,Missing,5,2,3,3,2,3,4,2,3,2,3,3,2,1,4,4,4,4,3,4,3,3,4,4,4,3,4,4,4,2,3,2,4,1,0,0,4,2,4,4,4,4,4,3,3,3,4,2,3,3,3,3,4,Missing,Missing,2022
Missing,Missing,Missing,5,2,3,3,2,3,4,2,3,2,3,3,2,1,4,4,4,4,3,4,3,3,4,4,4,3,4,4,4,2,3,2,4,1,0,0,4,2,4,4,4,4,4,3,3,3,4,2,3,3,3,3,4,Missing,Missing,2022
Missing,Missing,Missing,5,2,3,3,2,3,4,2,3,2,3,3,2,1,4,4,4,4,3,4,3,3,4,4,4,3,4,4,4,2,3,2,4,1,0,0,4,2,4,4,4,4,4,3,3,3,4,2,3,3,3,3,4,Missing,Missing,2022
Missing,Biology,2011,4,4,2,2,2,5,5,5,5,4,2,2,2,4,4,5,5,5,4,4,5,5,4,5,5,5,4,4,4,2,4,4,4,0,1,1,5,2,2,5,5,5,5,2,4,2,5,0,3,3,3,3,4,"Internship,Program or experience to prepare job materials",1985,2022
Missing,Germanic Languages & Literatures,2013,4,1,1,4,5,1,2,1,4,4,4,0,1,2,2,4,2,1,4,2,2,4,2,1,2,2,2,2,2,1,4,4,2,1,0,0,4,4,4,4,4,4,4,2,4,4,4,4,3,4,4,4,4,"Internship,International experience outside the U.S.",Missing,2022
Missing,Germanic Languages & Literatures,2011,4,1,2,2,2,1,2,1,4,4,4,1,1,1,2,4,4,4,2,4,4,2,4,4,4,4,2,1,1,2,2,4,4,1,1,0,2,4,2,4,2,2,2,2,1,1,1,4,4,3,4,4,3,"Internship,Coursework outside their discipline",1989,2022
Missing,"Fine Arts, Institute of",1999,5,4,5,5,2,4,5,5,5,2,4,1,5,2,4,5,4,4,4,4,5,4,5,2,4,5,5,5,2,1,2,2,5,1,0,1,5,1,5,1,4,5,4,5,1,1,2,2,4,4,3,2,3,"Internship,Study / collaborate at U.S. institution other than their own,Coursework outside their discipline,Other (please specify)",1976,2022
Missing,Basic Medical Sciences,2013,5,4,5,2,4,4,5,4,4,1,4,2,2,0,4,4,5,5,4,5,4,4,4,5,5,5,4,5,2,2,4,2,4,1,1,0,5,2,2,4,4,5,4,1,1,2,5,2,4,4,3,2,1,"Internship,Study / collaborate at U.S. institution other than their own,Program or experience to prepare job materials,Individual Development Plan",Missing,2022
Missing,Missing,Missing,5,2,2,4,3,4,4,3,4,3,3,3,3,1,4,4,4,4,3,3,4,4,4,4,4,3,4,4,4,2,3,3,3,1,0,0,3,2,4,3,4,3,3,3,3,2,3,2,4,3,2,1,3,Missing,Missing,2022
Missing,Physics,2008,5,4,2,4,2,4,5,2,4,2,1,2,4,0,2,4,4,4,5,4,4,4,4,4,5,5,4,4,4,2,2,4,2,0,1,1,5,2,4,4,2,5,5,4,4,2,4,2,4,4,3,3,3,Internship,1985,2022
